term_uuid	lbl	KEEP	gtc_ids	n_sources	n_distinct_src_lbls	distinct_src_lbls	exact_synonyms	definition	classification	sources	REVIEW_ACTION	SPLIT_INTO_LABELS	NOTES
GSD:5529f60d-2731-4786-9388-ceecabb6bbee	chondroitin sulfate D	TRUE	G46732TY	5	3	Chindroitin Sulfate D Unit; Chodroitin Sulfate D Unit; chondroitin sulfate D				SRC:GLYCOEPITOPE|Chindroitin Sulfate D Unit; SRC:PUBDICTIONARIES-GLYCAN-IMAGE|chondroitin sulfate D; SRC:PUBDICT_GLYCAN_MOTIF|Chindroitin Sulfate D Unit; SRC:PUBDICT_GLYCAN_MOTIF|Chodroitin Sulfate D Unit; SRC:PUBDICT_GLYCOSMOS|Chindroitin Sulfate D Unit			
GSD:7b7c9b97-5851-432f-b9ab-d0b64beb2d6e	chondroitin sulfate/dermatan sulfate	TRUE		1	1	chondroitin sulfate/dermatan sulfate	CS/DS; chondroitin/dermatan sulfate			SRC:GSD_GLYGEN_V0|chondroitin sulfate/dermatan sulfate			
GSD:42ff6ce1-17f1-4b4c-906e-f0b12631c1cf	Chondroitin tetrasaccharide	TRUE		1	1	Chondroitin tetrasaccharide			GAGs	SRC:BIOOLIGO|Chondroitin tetrasaccharide			
GSD:5c444dc8-d458-53df-88a8-65344b643df1	chondroitin-4-sulfate	TRUE	G19059PI; G00018MO	6	3	Chondroitin 4S; Chondroitin-4-Sulfate; chondroitin-4-sulfate	4-sulfated chondroitin sulfate		Polysaccharide	SRC:EOG_VARKI_4E|chondroitin-4-sulfate; SRC:GLYCOEPITOPE|Chondroitin-4-Sulfate; SRC:PUBDICTIONARIES-GLYCAN-IMAGE|chondroitin-4-sulfate; SRC:PUBDICT_GLYCAN_MOTIF|Chondroitin 4S; SRC:PUBDICT_GLYCAN_MOTIF|Chondroitin-4-Sulfate; SRC:PUBDICT_GLYCOSMOS|Chondroitin-4-Sulfate			
GSD:38b53e04-c595-43d5-84ce-be2c1b8ff768	chondroitin-6-sulfate	TRUE	G34992DF	4	2	Chondroitin-6-Sulfate; chondroitin-6-sulfate	6-sulfated chondroitin sulfate			SRC:GLYCOEPITOPE|Chondroitin-6-Sulfate; SRC:PUBDICTIONARIES-GLYCAN-IMAGE|chondroitin-6-sulfate; SRC:PUBDICT_GLYCAN_MOTIF|Chondroitin-6-Sulfate; SRC:PUBDICT_GLYCOSMOS|Chondroitin-6-Sulfate			
GSD:2815cc13-f565-4868-9cf2-9e7800568658	cisGM1	TRUE	G03277YI; G14633CL	10	4	cisGM1; cisGM1 (GM1b); GM1; GM1b	GM1b	A member of the class of neuraminic acids that is neuraminic acid attached in sequence to β-D-galactopyranosyl, 2-acetamido-2-deoxy-β-D-galactopyranosyl, β-D-galactopyranosyl, and β-D-glucoopyranose units by (2→3), (1→3), (1→4), and (1→4) glycosidic linkages, respectively. It corresponds to the carbohydrate portion of ganglioside GM1b.[CHEBI:145580]	Glycosphingolipid	SRC:CUMMINGS|cisGM1; SRC:GLYCOMOTIF_CCRC|cisGM1; SRC:GLYCOMOTIF_GDV|cisGM1 (GM1b); SRC:GLYCOMOTIF_GGM|cisGM1; SRC:GSD_GLYGEN_V0|cisGM1; SRC:PUBDICT_GLYCAN_MOTIF|GM1b; SRC:PUBDICT_GLYCAN_MOTIF|cisGM1; SRC:PUBDICT_GLYCAN_MOTIF|cisGM1 (GM1b); SRC:PUBDICT_GLYCOSMOS|GM1b; SRC:SUGARBIND|GM1			
GSD:0a987ff8-c6dc-4955-984a-5a423c7d06b2	Cladinose	TRUE		1	1	Cladinose				SRC:PUBDICT_GLYCONAVI_NAME|Cladinose			
GSD:aa2b51d9-7149-48df-8857-6b6db65c30b7	Colitose	TRUE		1	1	Colitose				SRC:PUBDICT_GLYCONAVI_NAME|Colitose			
GSD:83407b75-f351-5941-a80f-f5f3e662a358	complex ganglioside	TRUE		1	1	complex ganglioside			Glycolipid	SRC:EOG_VARKI_4E|complex ganglioside			
GSD:918a1972-40ae-5a6e-9066-0b3b1c6fc5cf	complex glycan	TRUE		1	1	complex glycan	complex oligosaccharides		N-Linked Type	SRC:EOG_VARKI_4E|complex glycan			
GSD:01252e39-1f93-59e0-a64c-0655bfa4d620	complex glycolipid	TRUE		1	1	complex glycolipid			Glycolipid	SRC:EOG_VARKI_4E|complex glycolipid			
GSD:ebb26565-ed41-5f38-b9a5-a436515b2e86	complex O-glycan	TRUE		1	1	complex O-glycan			Others	SRC:EOG_VARKI_4E|complex O-glycan			
GSD:8898cfbc-b227-5381-aa3b-2d6e8f5c855c	complex-type N-glycan	TRUE	G00030MO; G35698AZ	5	2	complex-type N-glycan; N-Glycan complex	complex-type glycan; complex N-glycan; complex N-linked glycan	Type of N-linked glycan in which at least two antenna are present on the trimannosyl core, each initiated by GlcNAc additions catalyzed by position-specific N-acetylglucosaminyltransferases (GlcNAcTs). Each antenna can be exteneded or capped with HexNAc, deoxyHex, Hex, or sialic acid residues.	N-Linked Type	SRC:EOG_VARKI_4E|complex-type N-glycan; SRC:GLYCOMOTIF_GGM|N-Glycan complex; SRC:GSD_GLYGEN_V0|complex-type N-glycan; SRC:PUBDICT_GLYCAN_MOTIF|N-Glycan complex; SRC:PUBDICT_MOTIF_GTC|N-Glycan complex			
GSD:2387cdad-43b9-4c41-9c47-60f66326267c	core 0	TRUE	G57321FI	2	1	core 0				SRC:PUBDICTIONARIES-GLYCAN-IMAGE|core 0; SRC:PUBDICT_GLYCOSMOS|core 0			
GSD:d30c0796-5386-5d5a-b374-96d79431db98	core 1 O-glycan	TRUE	G00031MO	8	5	Core 1; core 1; core 1 O-glycan; Core type 1 triose; O-Glycan core 1	C1G; core 1; core 1 O-GalNAc glycan; Galβ1-3GalNAcαS/T		O-Linked Core	SRC:BIOOLIGO|Core type 1 triose; SRC:EOG_VARKI_4E|core 1 O-glycan; SRC:GLYCOMOTIF_GGM|O-Glycan core 1; SRC:GSD_GLYGEN_V0|core 1 O-glycan; SRC:PUBDICTIONARIES-GLYCAN-IMAGE|core 1; SRC:PUBDICT_GLYCAN_MOTIF|Core 1; SRC:PUBDICT_GLYCAN_MOTIF|O-Glycan core 1; SRC:PUBDICT_GLYCOSMOS|core 1			
GSD:84263c50-3256-5701-b917-3856baedd01f	core 2 O-glycan	TRUE	G00033MO; G00034MO	9	5	Core 2; core 2; core 2 O-glycan; Core type 2 triose; O-Glycan core 2	core 2; core 2 O-GalNAc glycan	The trisaccharide β-D-Gal-(1→3)-[β-D-GlcNAc-(1→6)]-D-GalNAc with α configuration at the anomeric centre of the N-acetylglucosamine residue at the reducing end.[CHEBI:62158]	O-Linked Core	SRC:BIOOLIGO|Core 2; SRC:BIOOLIGO|Core type 2 triose; SRC:EOG_VARKI_4E|core 2 O-glycan; SRC:GLYCOMOTIF_GGM|O-Glycan core 2; SRC:GSD_GLYGEN_V0|core 2 O-glycan; SRC:PUBDICTIONARIES-GLYCAN-IMAGE|core 2; SRC:PUBDICT_GLYCAN_MOTIF|O-Glycan core 2; SRC:PUBDICT_GLYCOSMOS|core 2; SRC:PUBDICT_MOTIF_GTC|O-Glycan core 2			
GSD:0bdf4f51-9378-5d0c-a017-220cfd707bbe	core 3 O-glycan	TRUE	G00035MO; G00036MO	9	4	core 3; core 3 O-glycan; O-Glycan core 3; O-Glycan core 3 fuzzy	core 3; core 3 O-GalNAc glycan	An amino disaccharide comprising an N-acetyl-β-D-glucosamine residue linked (1→3) to an N-acetyl-β-D-galactosamine residue at the reducing end.[CHEBI:71344]	O-Linked Core	SRC:EOG_VARKI_4E|core 3 O-glycan; SRC:GLYCOMOTIF_GGM|O-Glycan core 3; SRC:GLYCOMOTIF_GGM|O-Glycan core 3 fuzzy; SRC:GSD_GLYGEN_V0|core 3 O-glycan; SRC:PUBDICTIONARIES-GLYCAN-IMAGE|core 3; SRC:PUBDICT_GLYCAN_MOTIF|O-Glycan core 3; SRC:PUBDICT_GLYCAN_MOTIF|O-Glycan core 3 fuzzy; SRC:PUBDICT_GLYCOSMOS|core 3; SRC:PUBDICT_MOTIF_GTC|O-Glycan core 3			
GSD:380c3655-bfc9-5931-977b-294df335f2c3	core 4 O-glycan	TRUE	G00037MO; G00038MO	11	6	Core 4; core 4; core 4 O-glycan; Core type 4 (Elicityl); O-Glycan core 4; O-Glycan core 4 fuzzy	core 4; core 4 O-GalNAc glycan	A branched amino trisaccharide comprising an N -acetyl-α-D-galactosamine residue at the reducing end, to which are (1→3)- and (1→6)-linked two N -acetyl-α-D-glucosamine residues.[CHEBI:71341]	O-Linked Core	SRC:BIOOLIGO|Core 4; SRC:BIOOLIGO|Core type 4 (Elicityl); SRC:EOG_VARKI_4E|core 4 O-glycan; SRC:GLYCOMOTIF_GGM|O-Glycan core 4; SRC:GLYCOMOTIF_GGM|O-Glycan core 4 fuzzy; SRC:GSD_GLYGEN_V0|core 4 O-glycan; SRC:PUBDICTIONARIES-GLYCAN-IMAGE|core 4; SRC:PUBDICT_GLYCAN_MOTIF|O-Glycan core 4; SRC:PUBDICT_GLYCAN_MOTIF|O-Glycan core 4 fuzzy; SRC:PUBDICT_GLYCOSMOS|core 4; SRC:PUBDICT_MOTIF_GTC|O-Glycan core 4			
GSD:0232300a-a001-4f35-a1b6-f3a3deb18ed9	core 5	TRUE	G00039MO	2	1	core 5				SRC:PUBDICTIONARIES-GLYCAN-IMAGE|core 5; SRC:PUBDICT_GLYCOSMOS|core 5			
GSD:3e753d46-1782-4e9d-9f42-9dd0a5e8e884	core 6	TRUE	G00041MO	2	1	core 6				SRC:PUBDICTIONARIES-GLYCAN-IMAGE|core 6; SRC:PUBDICT_GLYCOSMOS|core 6			
GSD:49dd0450-0151-425e-99df-1c389e492835	core 7	TRUE	G00043MO	2	1	core 7				SRC:PUBDICTIONARIES-GLYCAN-IMAGE|core 7; SRC:PUBDICT_GLYCOSMOS|core 7			
GSD:c201b527-626e-42df-9712-33a3cfdfbe05	core 8	TRUE	G76355TG	2	1	core 8				SRC:PUBDICTIONARIES-GLYCAN-IMAGE|core 8; SRC:PUBDICT_GLYCOSMOS|core 8			
GSD:d8e7f221-faf6-5ef2-8636-480671b984df	core M1 O-mannose glycan	TRUE	G85856KC	3	3	core M1; core m1; core M1 O-mannose glycan	core M1; M1		O-Linked Core	SRC:EOG_VARKI_4E|core M1 O-mannose glycan; SRC:PUBDICTIONARIES-GLYCAN-IMAGE|core M1; SRC:PUBDICT_GLYCOSMOS|core m1			
GSD:9a0d5141-888d-51f3-b8b5-30b5a6456aa8	core M2 O-mannose glycan	TRUE	G56868BH	3	3	core M2; core m2; core M2 O-mannose glycan	core M2; M2		O-Linked Core	SRC:EOG_VARKI_4E|core M2 O-mannose glycan; SRC:PUBDICTIONARIES-GLYCAN-IMAGE|core M2; SRC:PUBDICT_GLYCOSMOS|core m2			
GSD:67c80166-8447-5f77-b32c-17101f58e923	core M3 O-mannose glycan	TRUE	G97041TX	3	3	core M3; core m3; core M3 O-mannose glycan	core M3; M3		O-Linked Core	SRC:EOG_VARKI_4E|core M3 O-mannose glycan; SRC:PUBDICTIONARIES-GLYCAN-IMAGE|core M3; SRC:PUBDICT_GLYCOSMOS|core m3			
GSD:50d1be21-660a-5e10-a72d-f832009f71db	core-fucose	TRUE	G78059CC	2	2	core fucose; core-fucose	Core Fuc; 6-linked Fuc; Fuca6 to chitobiose core; a6-linked Fuc; a1-6 Fuc; Fuca6 to chitobiose core; Fuc a1-6 to chitobiose core; Fuca6 to internal GlcNAc; Fuc a1-6 to internal GlcNAc	Modification of the N-glycan core structure with fucose moiety attached at the innermost GlcNAc by FUT8 enzyme. Core Fuc is found on paucimannose, hybrid and complex type N-glycans. [https://doi.org/10.1016/bs.acr.2014.11.006].	Named Functional Motif	SRC:EOG_VARKI_4E|core fucose; SRC:GSD_GLYGEN_V0|core-fucose			
GSD:afe9c1b5-d40d-478a-832e-a4147447e01b	core-fucosylated biantennary complex-type N-glycan	TRUE	G78059CC	1	1	core-fucosylated biantennary complex-type N-glycan	core fucosylated diantennary complex-type	A biantennary complex glycan with two GlcNAc branches linked to the core and fucosylation on the core GlcNAc.		SRC:GSD_GLYGEN_V0|core-fucosylated biantennary complex-type N-glycan			
GSD:38063ec7-c1bc-4a6a-8a19-d2a1e317f1cf	core-fucosylated biantennary N-glycan	TRUE	G78059CC	1	1	core-fucosylated biantennary N-glycan	core-fucosylated diantennary	A biantennary glycan with two GlcNAc branches linked to the core and fucosylation on the core GlcNAc.		SRC:GSD_GLYGEN_V0|core-fucosylated biantennary N-glycan			
GSD:f9c67ff8-e0cd-4772-a4c7-35b24484fd05	cyclic sialyl 6-sulfo Lewis x	TRUE	G11148DZ; G23322RK; G53231FE; G80722US	8	4	Cyclic Sialyl 6-Sulfo Lewis x; Cyclic sialyl 6-sulfo Lewis x; cyclic sialyl 6-sulfo Lewis X; cyclic sialyl 6-sulfo Lewis x			GlycoMotif GDV motif	SRC:CUMMINGS|Cyclic sialyl 6-sulfo Lewis x; SRC:GLYCOEPITOPE|Cyclic Sialyl 6-Sulfo Lewis x; SRC:GLYCOMOTIF_CCRC|Cyclic sialyl 6-sulfo Lewis x; SRC:GLYCOMOTIF_GDV|Cyclic sialyl 6-sulfo Lewis x; SRC:GSD_GLYGEN_V0|cyclic sialyl 6-sulfo Lewis x; SRC:PUBDICTIONARIES-GLYCAN-IMAGE|cyclic sialyl 6-sulfo Lewis X; SRC:PUBDICT_GLYCAN_MOTIF|Cyclic Sialyl 6-Sulfo Lewis x; SRC:PUBDICT_GLYCOSMOS|Cyclic Sialyl 6-Sulfo Lewis x			
GSD:812d8fe6-24aa-5c10-afab-b0f3523c1d49	cyclic β1-2 glucan	TRUE		1	1	cyclic β1-2 glucan	cyclic glucan		Polysaccharide	SRC:EOG_VARKI_4E|cyclic β1-2 glucan			
GSD:8949c8f4-dfbb-49b7-8de5-bfaed5f5f706	Cymarose	TRUE		1	1	Cymarose				SRC:PUBDICT_GLYCONAVI_NAME|Cymarose			
GSD:4f568f2a-42af-4cf8-8cb8-0beaaffed216	cytolipin K	TRUE	G00061MO	1	1	cytolipin K		An amino tetrasaccharide consisting of 2-acetamido-2-deoxy-β-D-galactopyranosyl, α-D-galactopyranosyl, β-D-galactopyranosyl, and β-D-glucopyranose units joined together in sequence by (1→3), (1→4), and (1→4) glycosidic linkages, respectively.[CHEBI:145578]		SRC:GSD_GLYGEN_V0|cytolipin K			
GSD:b3ecdd11-4db0-453a-aa7e-0d2545bca353	Cytolipin R	TRUE	G57710SU; G19926LY	6	1	Cytolipin R		A ceramide tetrahexoside isolated from rat lymphosarcoma. The structure of cytolipin R to be N-acetylgalactosaminyl(beta1--&gt;3)galactosyl(alpha1--&gt;3) galactosyl(beta1--&gt;4)glucosyl ceramide.[PMID:5068000]	GlycoMotif GGM motif	SRC:CUMMINGS|Cytolipin R; SRC:GLYCOMOTIF_CCRC|Cytolipin R; SRC:GLYCOMOTIF_GDV|Cytolipin R; SRC:GLYCOMOTIF_GGM|Cytolipin R; SRC:GSD_GLYGEN_V0|Cytolipin R; SRC:PUBDICT_GLYCAN_MOTIF|Cytolipin R			
GSD:3a67f9de-cb01-4468-b3b1-24f0757ab1be	D-Fucitol	TRUE		1	1	D-Fucitol				SRC:PUBDICT_GLYCONAVI_NAME|D-Fucitol			
GSD:dad2231f-449b-400d-96c4-48c51e1b03e5	D-Galactosaminitol	TRUE		1	1	D-Galactosaminitol				SRC:PUBDICT_GLYCONAVI_NAME|D-Galactosaminitol			
GSD:a0edff52-a26c-458b-a31c-9d8e46be51a7	Daunosamine	TRUE		1	1	Daunosamine				SRC:PUBDICT_GLYCONAVI_NAME|Daunosamine			
GSD:8e5f1276-7205-4834-9d26-73c598c67828	delta-heparan sulfate	TRUE	G25575JK; G17927IW	4	2	Delta-Heparan Sulfate; delta-heparan sulfate				SRC:GLYCOEPITOPE|Delta-Heparan Sulfate; SRC:PUBDICTIONARIES-GLYCAN-IMAGE|delta-heparan sulfate; SRC:PUBDICT_GLYCAN_MOTIF|Delta-Heparan Sulfate; SRC:PUBDICT_GLYCOSMOS|Delta-Heparan Sulfate			
GSD:50ec967c-be24-43a5-91e5-6e5e8ca7eb16	deoxy Chitotetraose	TRUE		1	1	deoxy Chitotetraose			Miscellaneous	SRC:BIOOLIGO|deoxy Chitotetraose			
GSD:052dddfa-2934-4db2-a5f9-d10dfa68bff6	deoxy Chitotriose	TRUE		1	1	deoxy Chitotriose			Miscellaneous	SRC:BIOOLIGO|deoxy Chitotriose			
GSD:35e44d21-515f-412c-9a89-f5afd2c34211	deoxy-3′SLN	TRUE		1	1	deoxy-3′SLN			Sialylated oligosaccharide (Type 2)	SRC:BIOOLIGO|deoxy-3′SLN			
GSD:5cdb6216-da26-49f4-8e73-a950f9e663b9	deoxy-6′SLN	TRUE		1	1	deoxy-6′SLN			Sialylated oligosaccharide (Type 2)	SRC:BIOOLIGO|deoxy-6′SLN			
GSD:bb993721-03ec-4f45-8435-ec9d0aedcf4b	deoxy-GlcA b1-3 GalNAc [4S] b1-4 GlcA b1-3 GalNAc [4S]	TRUE		1	1	deoxy-GlcA b1-3 GalNAc [4S] b1-4 GlcA b1-3 GalNAc [4S]			GAGs	SRC:BIOOLIGO|deoxy-GlcA b1-3 GalNAc [4S] b1-4 GlcA b1-3 GalNAc [4S]			
GSD:0ef0d5e3-6dad-54e6-9bde-79eec7ce6000	dermatan sulfate	TRUE	G00019MO	4	3	Dermatan sulfate; dermatan sulfate; Dermatansulfate	beta-Heparin; Dermatan L-iduronate	Any of a group of glycosaminoglycans with repeating units consisting of variously sulfated β1→4-linked L-iduronyl-(α1→3)-N-acetyl-D-galactosamine units.[CHEBI:18376]	Polysaccharide	SRC:EOG_VARKI_4E|dermatan sulfate; SRC:GSD_GLYGEN_V0|dermatan sulfate; SRC:PUBDICT_GLYCAN_MOTIF|Dermatansulfate; SRC:PUBDICT_MOTIF_GTC|Dermatan sulfate			
GSD:6862c102-0fcf-4a4e-b188-7094e1e0b892	desialylated glycan	TRUE		1	1	desialylated glycan		A glycan from which sialyl groups have been removed. [https://en.wiktionary.org/wiki/desialylated]		SRC:GSD_GLYGEN_V0|desialylated glycan			
GSD:9e9564a9-75f8-4287-81be-cd8d851cdc5c	Desosamine	TRUE		1	1	Desosamine				SRC:PUBDICT_GLYCONAVI_NAME|Desosamine			
GSD:1fb3e01a-50ec-56fb-ab50-f6f757d82d96	dextran	TRUE		1	1	dextran			Polysaccharide	SRC:EOG_VARKI_4E|dextran			
GSD:4a3ed001-dd22-4eb6-bd1b-b65bdc93d2ba	di-Lewis x b1-4 Lewis x [di-Lewis x]	TRUE		1	1	di-Lewis x b1-4 Lewis x [di-Lewis x]			Lewis antigens	SRC:BIOOLIGO|di-Lewis x b1-4 Lewis x [di-Lewis x]			
GSD:47384701-e51b-46f7-8ead-d11f68ec63d6	Di-Lex	TRUE		1	1	Di-Lex				SRC:PUBDICT_GLYCONAVI_ABBREV|Di-Lex			
GSD:3c6903a4-4ea4-4ca2-bee5-796cb608c59b	Di-LN	TRUE		2	1	Di-LN				SRC:PUBDICT_GLYCONAVI_ABBREV|Di-LN; SRC:PUBDICT_GLYCONAVI_NAME|Di-LN			
GSD:6f1bee5a-4792-5ca8-b631-f32c4052b8c5	di-N-acetylbacillosamine	TRUE		2	2	Bacillosamine; di-N-acetylbacillosamine	diNAcBac		Monosaccharide	SRC:EOG_VARKI_4E|di-N-acetylbacillosamine; SRC:PUBDICT_GLYCONAVI_NAME|Bacillosamine			
GSD:94964c0e-2f2f-473f-a86f-170884e2800f	di-sialylated N-glycan from porcine fibrinogen	TRUE		1	1	di-sialylated N-glycan from porcine fibrinogen			Miscellaneous (Fibriniogen related oligosaccharides)	SRC:BIOOLIGO|di-sialylated N-glycan from porcine fibrinogen			
GSD:9affda3c-0fcc-4a74-8476-9b9bb7506499	difucosylated tetraantennary N-glycan	TRUE		1	1	difucosylated tetraantennary N-glycan		The tetra-antennary N-linked glycans that have four GlcNAc branches linked to the core and two fucose added.		SRC:GSD_GLYGEN_V0|difucosylated tetraantennary N-glycan			
GSD:eed93e54-f598-4df4-a3ba-45c90ac903fd	Difucosyllactose	TRUE		1	1	Difucosyllactose			Fucosylated oligosaccharides (Lacto-Series)	SRC:BIOOLIGO|Difucosyllactose			
GSD:01861450-9403-4fbb-a442-b8f540379b88	Diginose	TRUE		1	1	Diginose				SRC:PUBDICT_GLYCONAVI_NAME|Diginose			
GSD:c4e251fe-8cc3-4669-9125-e140a2834618	Digitalose	TRUE		1	1	Digitalose				SRC:PUBDICT_GLYCONAVI_NAME|Digitalose			
GSD:d643d4a0-b98c-4508-b1bf-0e90bbe440e2	Digitoxose	TRUE		1	1	Digitoxose				SRC:PUBDICT_GLYCONAVI_NAME|Digitoxose			
GSD:586e36e8-3c9a-4fca-951f-65c34a7ddd08	dimeric Lewis a	TRUE	G21808VY; G06148DR; G82106UN	10	4	Di-LeA; Dimeric Lea; Dimeric Lewis a; dimeric Lewis a			GlycoMotif GDV motif	SRC:CUMMINGS|Dimeric Lea; SRC:GLYCOEPITOPE|Dimeric Lewis a; SRC:GLYCOMOTIF_CCRC|Dimeric Lea; SRC:GLYCOMOTIF_GDV|Dimeric Lewis a; SRC:PUBDICTIONARIES-GLYCAN-IMAGE|dimeric Lewis a; SRC:PUBDICT_GLYCAN_MOTIF|Dimeric Lea; SRC:PUBDICT_GLYCAN_MOTIF|Dimeric Lewis a; SRC:PUBDICT_GLYCONAVI_ABBREV|Di-LeA; SRC:PUBDICT_GLYCONAVI_NAME|Di-LeA; SRC:PUBDICT_GLYCOSMOS|Dimeric Lewis a			
GSD:980d0f39-e1ff-430f-bf65-3008c9cc2fd9	dimeric Lewis x	TRUE	G79535HZ; G45673KX	14	8	Dimeric Lewis x; dimeric Lewis x; Lec-LeX; Lewis X hexaose (also Lacto-N-neodifucohexaose, LeX-LeX); Lewis X_Lewis X; Lewis X–Lewis X; Lex-Lex; Lex–Lex	DimLex^x; dimeric Le(x); Lex-Lex; diLe(x); Lewisx-Lewisx; Le^x-Le^x	A six-membered glucosamine oligosaccharide consisting of two repeating units of β-D-Gal-(1→4)-[α-L-Fuc-(1→3)]-β-D-GlcNAc joined by a (1→3)-linkage.[CHEBI:61325]	Lewis antigens	SRC:BIOOLIGO|Lewis X hexaose (also Lacto-N-neodifucohexaose, LeX-LeX); SRC:CUMMINGS|Lex–Lex; SRC:GLYCOEPITOPE|Dimeric Lewis x; SRC:GLYCOMOTIF_CCRC|Lex–Lex; SRC:GLYCOMOTIF_GDV|Lewis X–Lewis X; SRC:GLYCOMOTIF_GGM|Lex-Lex; SRC:GSD_GLYGEN_V0|dimeric Lewis x; SRC:PUBDICTIONARIES-GLYCAN-IMAGE|dimeric Lewis x; SRC:PUBDICT_GLYCAN_MOTIF|Dimeric Lewis x; SRC:PUBDICT_GLYCAN_MOTIF|Lewis X_Lewis X; SRC:PUBDICT_GLYCAN_MOTIF|Lex-Lex; SRC:PUBDICT_GLYCONAVI_ABBREV|Lec-LeX; SRC:PUBDICT_GLYCONAVI_NAME|Lec-LeX; SRC:PUBDICT_GLYCOSMOS|Dimeric Lewis x			
GSD:85895dff-5b70-499b-8726-33dc83b66175	diphosphorylated Man6	TRUE	G54792LL; G10907PF	3	2	Diphosphorylated Man6; diphosphorylated Man6	Diphosphorylated Man_6		GlycoMotif GGM motif	SRC:CUMMINGS|Diphosphorylated Man6; SRC:GLYCOMOTIF_GGM|Diphosphorylated Man6; SRC:GSD_GLYGEN_V0|diphosphorylated Man6			
GSD:ebd8d749-43a1-4b87-9c3b-7fadd6b27aff	Disialogangliotetraosylceramide	TRUE	G37184KW; G46677TE	1	1	Disialogangliotetraosylceramide				SRC:PUBDICT_GLYCAN_MOTIF|Disialogangliotetraosylceramide			
GSD:068e7d8b-8192-4ae8-a4f4-8e5c8c5a2832	disialosyl globopentaosylceramide	TRUE	G97932OH; G75814EP	8	3	Disialosyl galactosyl globoside; Disialosyl globopentaosylceramide; disialosyl globopentaosylceramide	DSGb5; Disialosyl Gb5; V3NeuAcIV6NeuAc-Gb5Cer; Disialosylgalactosylgloboside; DSGG	Disialosyl globopentaosylceramide (DSGb5) is a ganglioside originally isolated from tissue extracts of renal cell carcinoma (RCC) with metastasis.[PMID:28205070]	Glycosphingolipid	SRC:CUMMINGS|Disialosyl globopentaosylceramide; SRC:GLYCOMOTIF_CCRC|Disialosyl globopentaosylceramide; SRC:GLYCOMOTIF_GDV|Disialosyl globopentaosylceramide; SRC:GLYCOMOTIF_GGM|Disialosyl globopentaosylceramide; SRC:GSD_GLYGEN_V0|disialosyl globopentaosylceramide; SRC:PUBDICT_GLYCAN_MOTIF|Disialosyl galactosyl globoside; SRC:PUBDICT_GLYCAN_MOTIF|Disialosyl globopentaosylceramide; SRC:SUGARBIND|Disialosyl galactosyl globoside			
GSD:7be740e5-da97-4dc1-a678-949fd7691c6b	Disialosylpentaose	TRUE		1	1	Disialosylpentaose			Miscellaneous (Trehalose-like sugars)	SRC:BIOOLIGO|Disialosylpentaose			
GSD:d6aa2e1a-308e-4a14-86d1-eae7677e50d2	disialyl Core 2	TRUE	G54937EM	4	2	disialyl Core 2; Disialyl-branched Type 2			Core structures (Type 2)	SRC:BIOOLIGO|disialyl Core 2; SRC:CUMMINGS|Disialyl-branched Type 2; SRC:GLYCOMOTIF_GDV|Disialyl-branched Type 2; SRC:PUBDICT_GLYCAN_MOTIF|Disialyl-branched Type 2			
GSD:93980f57-6c56-4826-997f-414a764c1da5	disialyl Core 2 with sLex on Core 2	TRUE		1	1	disialyl Core 2 with sLex on Core 2			Core structures (Type 2)	SRC:BIOOLIGO|disialyl Core 2 with sLex on Core 2			
GSD:7e394a4e-6c54-41e5-8225-85a90636f0d1	disialyl Gb5	TRUE	G97932OH	5	2	Disialyl Gb5; disialyl Gb5	disialosyl Gn5			SRC:GLYCOEPITOPE|Disialyl Gb5; SRC:GSD_GLYGEN_V0|disialyl Gb5; SRC:PUBDICTIONARIES-GLYCAN-IMAGE|disialyl Gb5; SRC:PUBDICT_GLYCAN_MOTIF|Disialyl Gb5; SRC:PUBDICT_GLYCOSMOS|Disialyl Gb5			
GSD:6992f144-8ef9-40aa-a942-8d55e3b98803	disialyl I antigen	TRUE	G54937EM	5	2	Disialyl I; disialyl I antigen	disialyl I			SRC:GLYCOEPITOPE|Disialyl I; SRC:GSD_GLYGEN_V0|disialyl I antigen; SRC:PUBDICTIONARIES-GLYCAN-IMAGE|disialyl I antigen; SRC:PUBDICT_GLYCAN_MOTIF|Disialyl I; SRC:PUBDICT_GLYCOSMOS|Disialyl I			
GSD:2c92929a-4f34-5166-a815-b20e3decb896	disialyl Lewis a	TRUE	G93400AK	6	2	Disialyl Lewis a; disialyl Lewis a	disialyl Lea; disialyl-Lewis a	Disialyl Lewis is a sialyl Lewis a with an additional sialic acid attached at the C-6 position of penultimate GlcNAc. [PMID:15231659]	Named Functional Motif	SRC:EOG_VARKI_4E|disialyl Lewis a; SRC:GLYCOEPITOPE|Disialyl Lewis a; SRC:GSD_GLYGEN_V0|disialyl Lewis a; SRC:PUBDICTIONARIES-GLYCAN-IMAGE|disialyl Lewis a; SRC:PUBDICT_GLYCAN_MOTIF|Disialyl Lewis a; SRC:PUBDICT_GLYCOSMOS|Disialyl Lewis a			
GSD:7a12fbed-8d5b-4843-a42a-fe3d68618294	disialyl Lewis c	TRUE	G14000ZZ	4	2	Disialyl Lewis c; disialyl Lewis c				SRC:GLYCOEPITOPE|Disialyl Lewis c; SRC:PUBDICTIONARIES-GLYCAN-IMAGE|disialyl Lewis c; SRC:PUBDICT_GLYCAN_MOTIF|Disialyl Lewis c; SRC:PUBDICT_GLYCOSMOS|Disialyl Lewis c			
