src_dir	line_idx	main_term	synonym	rel
src_glycomotif_ggm	75	GL-7 globoseries ganglioside	SSEA-4	related
src_glycomotif_ggm	79	Forssman glycolipid	Globopentosylceramide	exact
src_glycomotif_ggm	79	Forssman glycolipid	Forssman antigen	exact
src_glycomotif_ggm	94	Asialo-GM1	Gangliotetraosylceramide	related
src_glycomotif_ggm	95	cisGM1	GM1b	exact
src_glycomotif_ggm	100	GD1c	GD1	broad
src_glycomotif_ggm	101	GD1a	GD1alpha	related
src_glycomotif_ggm	105	GT1a-alpha	GT1aalpha	exact
src_glycomotif_ggm	105	GT1a-alpha	GT1aa	exact
src_glycomotif_ggm	108	GQ1a-alpha	GQ1aalpha	exact
src_glycomotif_ggm	108	GQ1a-alpha	GQ1aa	exact
src_glycomotif_ggm	110	GQ1b-alpha	GQ1balpha	exact
src_glycomotif_ggm	110	GQ1b-alpha	GQ1ba	exact
src_glycomotif_ggm	113	GP1c-alpha	GP1calpha	exact
src_glycomotif_ggm	113	GP1c-alpha	GP1ca	abbreviation
src_glycomotif_ggm	114	GH1c-alpha	GH1calpha	exact
src_glycomotif_ggm	114	GH1c-alpha	GH1ca	abbreviation
src_glycomotif_ggm	115	Mono-fucosyl LN5	Mono-fucosyl LN_5	exact
src_glycomotif_ggm	116	Mono-fucosyl LN3	Mono-fucosyl LN_3	exact
src_glycomotif_ggm	119	N-Glycan core	N-Glycan core basic	narrow
src_glycomotif_ggm	131	O-Fucose Core EGF Type	O-Fucose Core 1	exact
src_glycomotif_ggm	131	O-Fucose Core EGF Type	O-Fucose Core Thrombospondin Type 1	related
src_glycomotif_ggm	131	O-Fucose Core EGF Type	O-Fucose Core 2	related
src_glycomotif_ggm	131	O-Fucose Core EGF Type	O-Fucose	broad
src_glycomotif_ggm	137	Human milk oligosaccharide core	Milk Sugar Core	exact
src_glycomotif_ggm	137	Human milk oligosaccharide core	Human milk oligosaccharide	broad
src_glycomotif_ggm	142	O-GalNAc Core	O-Glycan O-GalNAc Core	exact
src_glycomotif_ggm	143	O-Fucose Core	O-Glycan O-Fucose Core	exact
src_glycomotif_ggm	144	O-Mannose Core	O-Glycan O-Mannose Core	exact
src_glycomotif_ggm	158	Has broad synonym GAG Core.	GAG Core 1a	ignore
src_glycomotif_ggm	159	Has broad synonym GAG Core.	GAG Core 1b	ignore
src_glycomotif_ggm	160	Has broad synonym GAG Core.	GAG Core 2a	ignore
src_glycomotif_ggm	161	Has broad synonym GAG Core.	GAG Core 2b	ignore
src_glycomotif_ggm	162	Has broad synonym GAG Core.	GAG Core 3a	ignore
src_glycomotif_ggm	163	Has broad synonym GAG Core.	GAG Core 3b	ignore
src_glycomotif_ggm	164	Has broad synonym GAG Core.	GAG Core 4a	ignore
src_glycomotif_ggm	165	Has broad synonym GAG Core.	GAG Core 4b	ignore
src_glycomotif_ggm	166	Has broad synonym GAG Core.	GAG Core 5a	ignore
src_glycomotif_ggm	167	Has broad synonym GAG Core.	GAG Core 5b	ignore
src_glycomotif_ggm	168	Has broad synonym GAG Core.	GAG Core 6a	ignore
src_glycomotif_ggm	169	Has broad synonym GAG Core.	GAG Core 6b	ignore
src_glycomotif_ggm	170	Has broad synonym GAG Core.	GAG Core 7a	ignore
src_glycomotif_ggm	171	Has broad synonym GAG Core.	GAG Core 7b	ignore
src_gsdv1	0	α2-6-sialylated 6-sulfo-LacNAc	6-sialyl-6-sulfo LN	exact
src_gsdv1	4	3'-sulfo Lewis a	3'-Sulfo-Lea	exact
src_gsdv1	4	3'-sulfo Lewis a	3'-sulpho-Le(a)	exact
src_gsdv1	4	3'-sulfo Lewis a	3-O-sulfo-Le(A)	exact
src_gsdv1	4	3'-sulfo Lewis a	3'-Sulfo Le^a	exact
src_gsdv1	4	3'-sulfo Lewis a	3'-Sulfo Lea	exact
src_gsdv1	4	3'-sulfo Lewis a	3'-Sulfo Lewis a	exact
src_gsdv1	4	3'-sulfo Lewis a	SuLe(a)	abbreviation
src_gsdv1	5	3'-sulfo Lewis X	3'-sulfo-Le(x)	exact
src_gsdv1	5	3'-sulfo Lewis X	3'-Sulfo Lewis x	exact
src_gsdv1	5	3'-sulfo Lewis X	3'-sulfo Le^x	exact
src_gsdv1	5	3'-sulfo Lewis X	3'-sulfo Lex	exact
src_gsdv1	6	6,6'-dissulfo sialyl Lewis X	6,6'-bissulfo sialyl Lewis X	exact
src_gsdv1	6	6,6'-dissulfo sialyl Lewis X	6,6'-disulfo sLex	exact
src_gsdv1	8	9-O-acetyl GD3	9-O-Acetylated GD3	exact
src_gsdv1	8	9-O-acetyl GD3	9-O-Acetyl-GD3	exact
src_gsdv1	8	9-O-acetyl GD3	9-O-Ac-GD3	exact
src_gsdv1	8	9-O-acetyl GD3	acGD3	abbreviation
src_gsdv1	10	alpha-gal antigen	a-Gal antigen	exact
src_gsdv1	11	alpha-galactosylceramide	alpha-GalCer	abbreviation
src_gsdv1	11	alpha-galactosylceramide	α-GalCer	abbreviation
src_gsdv1	12	asialylated biantennary N-glycan	asialo diantennary	exact
src_gsdv1	13	asialo-GM1	as-GM1	abbreviation
src_gsdv1	15	biantennary N-glycan	diantennary	exact
src_gsdv1	16	biantennary complex-type N-glycan	diantennary complex type	exact
src_gsdv1	18	blood group A type 1	A type 1	exact
src_gsdv1	18	blood group A type 1	Blood group A(1)	exact
src_gsdv1	18	blood group A type 1	blood group A antigen type 1	exact
src_gsdv1	19	blood group A type 2	A type 2	exact
src_gsdv1	19	blood group A type 2	Blood group A type 2 chain	exact
src_gsdv1	20	blood group A type 3	A type 3 antigen	exact
src_gsdv1	21	blood group A type 4	A type 4	exact
src_gsdv1	22	blood group B type 1	B type 1	exact
src_gsdv1	23	blood group B type 2	B type 2	exact
src_gsdv1	24	blood group B type 4	B type 4	exact
src_gsdv1	25	blood group H type 1	H type 1	exact
src_gsdv1	26	blood group H type 2	H type 2	exact
src_gsdv1	26	blood group H type 2	H type 2 chain	exact
src_gsdv1	26	blood group H type 2	H type 2 antigen	exact
src_gsdv1	26	blood group H type 2	type 2 chain H	exact
src_gsdv1	26	blood group H type 2	blood group H type II	exact
src_gsdv1	27	blood group H type 3	H type 3	exact
src_gsdv1	27	blood group H type 3	H antigen (type 3)	exact
src_gsdv1	27	blood group H type 3	Type 3 chain H	exact
src_gsdv1	28	blood group H type 4	H type 4	exact
src_gsdv1	29	chondroitin sulfate	chondroitin sulfuric acid	exact
src_gsdv1	29	chondroitin sulfate	chondroitin sulphate	exact
src_gsdv1	30	chondroitin sulfate/dermatan sulfate	chondroitin/dermatan sulfate	exact
src_gsdv1	30	chondroitin sulfate/dermatan sulfate	CS/DS	abbreviation
src_gsdv1	32	core 1 O-glycan	C1G	abbreviation
src_gsdv1	36	core-fucose	Core Fuc	abbreviation
src_gsdv1	37	core-fucosylated biantennary N-glycan	core-fucosylated diantennary	exact
src_gsdv1	38	core-fucosylated biantennary complex-type N-glycan	core fucosylated diantennary complex-type	exact
src_gsdv1	40	dermatan sulfate	beta-Heparin	exact
src_gsdv1	43	dimeric Lewis x	dimeric Le(x)	exact
src_gsdv1	43	dimeric Lewis x	Lex-Lex	exact
src_gsdv1	43	dimeric Lewis x	Lewisx-Lewisx	exact
src_gsdv1	43	dimeric Lewis x	DimLex^x	abbreviation
src_gsdv1	43	dimeric Lewis x	diLe(x)	abbreviation
src_gsdv1	44	diphosphorylated Man6	Diphosphorylated Man_6	exact
src_gsdv1	45	disialosyl globopentaosylceramide	Disialosyl Gb5	exact
src_gsdv1	45	disialosyl globopentaosylceramide	DSGb5	abbreviation
src_gsdv1	46	disialyl Lewis a	disialyl Lea	exact
src_gsdv1	47	disialyl T antigen	di-sialyl T antigen	exact
src_gsdv1	47	disialyl T antigen	disialyl-T antigen	exact
src_gsdv1	47	disialyl T antigen	disialylated T-antigen	exact
src_gsdv1	51	fucosylated asialo-biantennary N-glycan	fucosylated asialo-diantennary	exact
src_gsdv1	53	fucosylated disialylated biantennary N-glycan	fucosylated disialo-biantennary	exact
src_gsdv1	54	fucosylated lacdiNAc	Fucosylated lacdiNAc	exact
src_gsdv1	54	fucosylated lacdiNAc	LDNF	abbreviation
src_gsdv1	54	fucosylated lacdiNAc	LDN-F	abbreviation
src_gsdv1	58	galactosylceramide	Galactocerebroside	exact
src_gsdv1	58	galactosylceramide	GalCer	abbreviation
src_gsdv1	59	globopentaosylceramide	Gb5	abbreviation
src_gsdv1	61	GD1a	GD1alpha	exact
src_gsdv1	66	globotetraosylceramide	Gb4Cer	abbreviation
src_gsdv1	66	globotetraosylceramide	Gb4	abbreviation
src_gsdv1	69	P antigen	GLOB P antigen	exact
src_gsdv1	71	globotriaosylceramide	ceramide trihexoside	broad
src_gsdv1	71	globotriaosylceramide	Trihexosylceramide	broad
src_gsdv1	71	globotriaosylceramide	Gb3	abbreviation
src_gsdv1	71	globotriaosylceramide	GL3	abbreviation
src_gsdv1	71	globotriaosylceramide	Gb(3)	abbreviation
src_gsdv1	71	globotriaosylceramide	Gb_3	abbreviation
src_gsdv1	71	globotriaosylceramide	CTH	abbreviation
src_gsdv1	72	glucosylceramide	Glucocerebroside	exact
src_gsdv1	72	glucosylceramide	GlcCer	abbreviation
src_gsdv1	73	GM1	GM1 ganglioside	exact
src_gsdv1	73	GM1	GM1-ganglioside	exact
src_gsdv1	85	heparan sulfate	Heparan sulphate	exact
src_gsdv1	85	heparan sulfate	Heparatan sulfate	exact
src_gsdv1	85	heparan sulfate	Heparitin sulfate	exact
src_gsdv1	88	HNK-1	HNK-1 carbohydrate epitope	exact
src_gsdv1	88	HNK-1	HNK-1 antigen	exact
src_gsdv1	90	hyaluronan	HA	abbreviation
src_gsdv1	94	keratan sulfate	Kerato sulphate	exact
src_gsdv1	94	keratan sulfate	Kerato sulfate	exact
src_gsdv1	94	keratan sulfate	Keratan sulphate	exact
src_gsdv1	95	LacdiNac	LDN	abbreviation
src_gsdv1	96	lactosylceramide	LacCer	abbreviation
src_gsdv1	96	lactosylceramide	Lc2	abbreviation
src_gsdv1	97	lactotriaosylceramide	Lc3	abbreviation
src_gsdv1	97	lactotriaosylceramide	Lc(3)Cer	abbreviation
src_gsdv1	97	lactotriaosylceramide	Lc_3	abbreviation
src_gsdv1	99	Lewis a	Le(a)	exact
src_gsdv1	99	Lewis a	Le^a	exact
src_gsdv1	99	Lewis a	Lea	exact
src_gsdv1	100	Lewis b	Le(b)	exact
src_gsdv1	100	Lewis b	Lewis(b)	exact
src_gsdv1	100	Lewis b	Le^b	exact
src_gsdv1	101	Lewis x	Lewis x trisaccharide	narrow
src_gsdv1	101	Lewis x	Le(X)	exact
src_gsdv1	101	Lewis x	Le^x	exact
src_gsdv1	101	Lewis x	Lex	exact
src_gsdv1	102	Lewis y	Le(y)	exact
src_gsdv1	102	Lewis y	Le^y	exact
src_gsdv1	102	Lewis y	LeY	exact
src_gsdv1	102	Lewis y	Ley	exact
src_gsdv1	104	monosialylated biantennary N-glycan	monosialyl biantennary	exact
src_gsdv1	109	N-acetyllactosamine (type 1)	LacNAc type 1	exact
src_gsdv1	109	N-acetyllactosamine (type 1)	Type 1 LN	exact
src_gsdv1	109	N-acetyllactosamine (type 1)	Type-1 lactosamine	exact
src_gsdv1	110	N-acetyllactosamine (type 2)	Type 2 LN	exact
src_gsdv1	120	O-mannose glycan	O-mannosyl glycan	exact
src_gsdv1	125	polysialic acid	polySia	abbreviation
src_gsdv1	125	polysialic acid	PSA	abbreviation
src_gsdv1	129	sialyl Lewis a	SLea	abbreviation
src_gsdv1	129	sialyl Lewis a	SLe^a	abbreviation
src_gsdv1	129	sialyl Lewis a	Slea	abbreviation
src_gsdv1	130	sialyl Lewis x	SLe(x)	abbreviation
src_gsdv1	130	sialyl Lewis x	SLe^x	abbreviation
src_gsdv1	130	sialyl Lewis x	SLex	abbreviation
src_gsdv1	130	sialyl Lewis x	Slex	abbreviation
src_gsdv1	132	sialylated biantennary N-glycan	sialyl biantennary	exact
src_gsdv1	133	sialylated complex-type N-glycan	sialo-complex type	exact
src_gsdv1	134	sialylated LacdiNAc	sialylated-LacdiNAc	exact
src_gsdv1	137	SSEA-1	stage-specific embryonic antigen-1	exact
src_gsdv1	138	SSEA-3	stage-specific embryonic antigen-3	exact
src_gsdv1	139	SSEA-4	stage-specific embryonic antigen-4	exact
src_gsdv1	142	T antigen	TF antigen	exact
src_gsdv1	146	triantennary complex-type N-glycan	Triantennary complex-type	exact
src_gsdv1	149	trifucosyl Lewis b	trifucosyl-Leb antigen	exact
src_gsdv1	150	trifucosyl lewis y	trifucosyl Ley	exact
src_gsdv1	159	6-sulfo sialyl Lewis X	6-sulfo SLex	abbreviation
src_gsdv1	159	6-sulfo sialyl Lewis X	6-sulfo SLe^x	abbreviation
src_gsdv1	160	6'-Sulfo sialyl Lewis X	6'-sulfated sialyl Lewis x-	exact
src_gsdv1	160	6'-Sulfo sialyl Lewis X	6'-sulfo-sLe(x)	abbreviation
src_gsdv1	160	6'-Sulfo sialyl Lewis X	6'-Sulfo-sialyl Lewis x	exact
src_gsdv1	160	6'-Sulfo sialyl Lewis X	Su-SaiLex	abbreviation
src_gsdv1	160	6'-Sulfo sialyl Lewis X	Su-Slex	abbreviation
src_gsdv1	163	Sda antigen	Sd(A)	abbreviation
src_gsdv1	165	GT1a alpha	GT1aa	exact
src_gsdv1	166	disialyl I antigen	disialyl I	exact
src_gsdv1	167	2,6-branched O-mannose	2,6-branched O-mannosyl glycan	exact
src_gsdv1	171	cisGM1	GM1b	exact
src_pubdict-glycan-motif	15	3'-Sulfo-Lewis a	3'-Sulfo-Lewis a (3'-Sulfo Lea)	ignore
src_pubdict-glycan-motif	34	6-Sialyl-GalNAc	6-Sialyl-GalNAc or 6-Sialyl LN	ignore
src_pubdict-glycan-motif	126	cisGM1	cisGM1 (GM1b)	ignore
src_pubdict-glycan-motif	161	Fucosylated LDN	Fucosylated LDN (LDNF)	ignore
src_pubdict-glycan-motif	200	GL-7 globoseries ganglioside	GL-7 globoseries ganglioside (SSEA-4)	ignore
src_pubdict-glycan-motif	277	Lactotriaosylceramide	Lactotriaosylceramide (Lc3)	ignore
src_pubdictionaries-glycan-image	0	asialo-GM1	aGM1	abbreviation
src_pubdictionaries-glycan-image	1	asialo-GM2	aGM2	abbreviation
src_pubdictionaries-glycan-image	2	asialo-GM3	aGM3	abbreviation
src_pubdictionaries-glycan-image	5	chondroitin-4-sulfate	4-sulfated chondroitin sulfate	exact
src_pubdictionaries-glycan-image	6	chondroitin-6-sulfate	6-sulfated chondroitin sulfate	exact
src_pubdictionaries-glycan-image	56	LacNAc	LN	abbreviation
src_pubdictionaries-glycan-image	107	nLc6	neolacto-hexaosylceramide	exact
src_pubdictionaries-glycan-image	190	mixed-linkage beta glucan	1-3/1-4 beta glucan	exact
src_sugarbind	0	Galactosylceramide	LC	abbreviation
src_sugarbind	0	Galactosylceramide	GalCer	abbreviation
src_sugarbind	1	Gangliotetraosylceramide	Asialo-GM1	related
src_sugarbind	1	Gangliotetraosylceramide	GgO4	abbreviation
src_sugarbind	1	Gangliotetraosylceramide	Gg4	abbreviation
src_sugarbind	1	Gangliotetraosylceramide	GA1	related
src_sugarbind	1	Gangliotetraosylceramide	Asialo-GM1a	related
src_sugarbind	2	Lactosylceramide	CDH	abbreviation
src_sugarbind	2	Lactosylceramide	LacCer	abbreviation
src_sugarbind	2	Lactosylceramide	Lc2	abbreviation
src_sugarbind	3	Gangliotriaosylceramide	Gg3	abbreviation
src_sugarbind	3	Gangliotriaosylceramide	Asialo-GM2	related
src_sugarbind	3	Gangliotriaosylceramide	GA2	related
src_sugarbind	3	Gangliotriaosylceramide	Asialo-GM2a	related
src_sugarbind	4	Glucosylceramide	Ceramide monohexoside	broad
src_sugarbind	4	Glucosylceramide	GlcCer	abbreviation
src_sugarbind	4	Glucosylceramide	CMH	broad
src_sugarbind	5	Galactose	Gal	abbreviation
src_sugarbind	6	N-acetyl-D-galactosamine	GalNAc	abbreviation
src_sugarbind	7	Isoglobotriaosylceramide	Isoglobotri	related
src_sugarbind	7	Isoglobotriaosylceramide	IGb3	abbreviation
src_sugarbind	8	Gal	b1-3) globoside (SSEA-3	ignore
src_sugarbind	8	Gal	Stage-specific embryonic antigen-3	ignore
src_sugarbind	9	Monosialogangliotetraosylceramide	Monosialoganglioside	broad
src_sugarbind	9	Monosialogangliotetraosylceramide	NeuAc-GM1	related
src_sugarbind	9	Monosialogangliotetraosylceramide	GM1a	narrow
src_sugarbind	9	Monosialogangliotetraosylceramide	GM1	abbreviation
src_sugarbind	10	Disialogangliotetraosylceramide	NeuAc-GD1b	narrow
src_sugarbind	10	Disialogangliotetraosylceramide	Disialoganglioside	broad
src_sugarbind	10	Disialogangliotetraosylceramide	GD1b	narrow
src_sugarbind	11	Neolactotetraosylceramide	NLc4	abbreviation
src_sugarbind	11	Neolactotetraosylceramide	Paragloboside	related
src_sugarbind	12	Globotetraosylceramide	Globoside	related
src_sugarbind	12	Globotetraosylceramide	Gb4	abbreviation
src_sugarbind	13	Lactotriaosylceramide	Lc3	abbreviation
src_sugarbind	14	Disialogangliotetraosylceramide	GD1a	abbreviation
src_sugarbind	15	Leukosialin	SPN	abbreviation
src_sugarbind	15	Leukosialin	Sialophorin	exact
src_sugarbind	15	Leukosialin	CD43	exact
src_sugarbind	16	Leukocyte common antigen	LCA	abbreviation
src_sugarbind	16	Leukocyte common antigen	CD45	exact
src_sugarbind	17	Lactotetraosylceramide	Lc4	abbreviation
src_sugarbind	18	Globotriaosylceramide	CTH	abbreviation
src_sugarbind	18	Globotriaosylceramide	Gb3	abbreviation
src_sugarbind	18	Globotriaosylceramide	Trihexosylceramide	broad
src_sugarbind	19	Trisialogangliotetraosylceramide	NeuAc-GT1b	narrow
src_sugarbind	19	Trisialogangliotetraosylceramide	GT1b	abbreviation
src_sugarbind	20	Galabiose	Digalactoside	broad
src_sugarbind	20	Galabiose	Ga2	abbreviation
src_sugarbind	21	Galabiosylceramide	Digalactosylceramide	related
src_sugarbind	22	Pentasaccharide N-linked glycan core	3a	abbreviation
src_sugarbind	22	Pentasaccharide N-linked glycan core	6a-mannopentaose	related
src_sugarbind	22	Pentasaccharide N-linked glycan core	3a,6a-mannopentaose	related
src_sugarbind	23	N-acetylneuraminic acid	NANA	abbreviation
src_sugarbind	23	N-acetylneuraminic acid	Sialic acid	broad
src_sugarbind	23	N-acetylneuraminic acid	NeuAc	abbreviation
src_sugarbind	24	N-acetylgalactosamine	GalNAc	abbreviation
src_sugarbind	25	Sialyl-3-lactose	Alpha 2-3 sialyllactose	exact
src_sugarbind	25	Sialyl-3-lactose	3'SL	abbreviation
src_sugarbind	26	GQ1b	NeuAc-GQ1b	related
src_sugarbind	28	GM2	NeuAc-GM2	related
src_sugarbind	29	Disialylactose	DiSai	abbreviation
src_sugarbind	30	Mannose	Man	abbreviation
src_sugarbind	32	B7 type 1	B Lewis b(7)	exact
src_sugarbind	39	Lewis a	Lea-5	narrow
src_sugarbind	40	Gangliotetraosylceramide	Gg4	abbreviation
src_sugarbind	41	Disialosyl galactosyl globoside	DSGG	abbreviation
src_sugarbind	42	Sialosyl galactosyl globoside	Sialosyl gal-globoside	exact
src_sugarbind	42	Sialosyl galactosyl globoside	SGG	abbreviation
src_sugarbind	43	N-acetylglucosamine	GlcNAc	abbreviation
src_sugarbind	47	NeuGc-GM3	GM3gc	abbreviation
src_sugarbind	48	Mannose	Man	abbreviation
src_sugarbind	48	Mannose	Alpha-linked mannose	narrow
src_sugarbind	50	Monosialodihexosylganglioside	II3NeuAc LacCer	related
src_sugarbind	50	Monosialodihexosylganglioside	Hematoside	related
src_sugarbind	50	Monosialodihexosylganglioside	GM3	abbreviation
src_sugarbind	52	N-acetylneuraminic acid	NeuAc	abbreviation
src_sugarbind	53	Sialyl-3-lactose	3'SL	abbreviation
src_sugarbind	55	NeuGc-GM2	GM2gc	abbreviation
src_sugarbind	61	Neolactohexosylceramide	NLc6	abbreviation
src_sugarbind	63	Fucose	Fuc	abbreviation
src_sugarbind	63	Fucose	L-Fucose	narrow
src_sugarbind	69	II3Neu5GcGg4Cer, GM1	Gc) (NeuGc-GM1	ignore
src_sugarbind	70	GD2	NeuAc-GD2	related
src_sugarbind	73	Antigen H	H1 (tri-)	narrow
src_sugarbind	74	B Lewis b	B Leb	abbreviation
src_sugarbind	75	A Lewis b	A Leb	abbreviation
src_sugarbind	78	Sialyl Lewis x Lewis x	NeuAca3-dimer-Lex	related
src_sugarbind	78	Sialyl Lewis x Lewis x	SDLex	abbreviation
src_sugarbind	79	Sialyl Lewis x	SLex	abbreviation
src_sugarbind	79	Sialyl Lewis x	NeuAca3-Lex	related
src_sugarbind	81	Sialosylparagloboside	S3P	abbreviation
src_sugarbind	81	Sialosylparagloboside	NeuAca3SPG	related
src_sugarbind	81	Sialosylparagloboside	IV3(NeuAc)nLc4Cer	related
src_sugarbind	81	Sialosylparagloboside	Sial pg	abbreviation
src_sugarbind	81	Sialosylparagloboside	NeuAca2-3PG	related
src_sugarbind	81	Sialosylparagloboside	S-3-PG	abbreviation
src_sugarbind	82	I-active ganglioside	NeuAca3-nLc6	related
src_sugarbind	82	I-active ganglioside	NeuAca2-3i	related
src_sugarbind	84	I-Active ganglioside	NeuAc-G-10	related
src_sugarbind	84	I-Active ganglioside	NeuAca2-3I	related
src_sugarbind	85	Lewis b	Leb-6	narrow
src_sugarbind	86	Sialyl Lewis a	NeuAca3-Lea	related
src_sugarbind	87	Fuc-gangliotetraosylceramide	H-5-ganglio	related
src_sugarbind	87	Fuc-gangliotetraosylceramide	Fuc-GgO4	related
src_sugarbind	88	3'-sialyl-N-acetyllactosamine	3'SLN	abbreviation
src_sugarbind	88	3'-sialyl-N-acetyllactosamine	3'SiaLacNAc(1-4)	related
src_sugarbind	91	SSEA-4	Stage specific embryonic antigen-4	exact
src_sugarbind	93	Sialylparagloboside	NeuAca2-6PG	related
src_sugarbind	93	Sialylparagloboside	IV6(NeuAc)nLc4Cer	related
src_sugarbind	96	Sialyl Lewis c	SLec	abbreviation
src_sugarbind	96	Sialyl Lewis c	SaiLec	abbreviation
src_sugarbind	97	6-sulfo sialyl Lewis x	Su-SaiLex	abbreviation
src_sugarbind	97	6-sulfo sialyl Lewis x	Su-SLex	abbreviation
src_sugarbind	98	Sialyl Lewis x	SLex	abbreviation
src_sugarbind	98	Sialyl Lewis x	SaiLex	abbreviation
src_sugarbind	99	Sulfated sialyl-3-N-acetyllactosamine	Su-3'SLN	abbreviation
src_sugarbind	99	Sulfated sialyl-3-N-acetyllactosamine	Sulfated trisaccharide	broad
src_sugarbind	100	3'-sialyl-N-acetyllactosamine	3'SLN	abbreviation
src_sugarbind	101	6'-sialyl-N-acetyllactosamine	6'SLN	abbreviation
src_sugarbind	101	6'-sialyl-N-acetyllactosamine	6'SiaLacNAc(1-4)	related
src_sugarbind	103	6-sulfo sialyl Lewis c	Su-SaiLec	abbreviation
src_sugarbind	103	6-sulfo sialyl Lewis c	Su-SLec	abbreviation
src_sugarbind	106	A-galactosylparagloboside	A-Galactosylparagloboside	exact
src_sugarbind	111	Lactosylceramide	LacCer	abbreviation
src_sugarbind	112	Lewis b	Leb-4	narrow
src_sugarbind	113	Lewis y	Ley-4	narrow
src_sugarbind	114	B antigen	tri-	ignore
src_sugarbind	115	A antigen	tri-	ignore
src_sugarbind	116	H type 1 Lewis b	H type 1 Leb	exact
src_sugarbind	117	B type 1 B Lewis b	B type 1 B Leb	exact
src_sugarbind	118	A type 1 A Lewis b	A type 1 A Leb	exact
src_sugarbind	120	H3	di-	ignore
src_sugarbind	121	Lewis a	Lea-3	narrow
src_sugarbind	122	Precusor Lewis a	Precusor Lea	exact
src_sugarbind	123	Lewis x	Lex-3	narrow
src_sugarbind	128	Sialyl Lewis a	SLea	abbreviation
src_sugarbind	130	Leukosialin	Sialophorin and SPN	ignore
src_sugarbind	130	Leukosialin	CD43	exact
src_sugarbind	131	Leukocyte common antigen	CD45	exact
src_sugarbind	132	N-acetylneuraminic acid	NeuAc	abbreviation
src_sugarbind	133	Lactotetraose	LNT	abbreviation
src_sugarbind	133	Lactotetraose	Lacto-N-tetraose	exact
src_sugarbind	134	Neolactotetrose	LNnT	abbreviation
src_sugarbind	134	Neolactotetrose	Lacto-N-neotetraose	exact
src_sugarbind	135	Sialyllacto-N-neotetraose	Sai-LNnT	abbreviation
src_sugarbind	138	3'-sialyl-N-acetyllactosamine	1-3) (3'SLN	ignore
src_sugarbind	138	3'-sialyl-N-acetyllactosamine	3'SiaLacNAc(1-3)	related
src_sugarbind	139	Galactose	Gal	abbreviation
src_sugarbind	140	Gg4Cer II3-sulfate	SM1a	related
src_sugarbind	141	Sialyllacto-N-tetraose b	LSTb	abbreviation
src_sugarbind	144	Glucose	D-Glucose	narrow
src_sugarbind	144	Glucose	Glc	abbreviation
src_sugarbind	147	Galactose beta1	Gal beta1	abbreviation
src_sugarbind	148	alpha-oligomannoside	dimannoside	narrow
src_sugarbind	151	Lewis y	Ley-6	narrow
src_sugarbind	152	Lewis x	Lex-5	narrow
